x1,x2,category
0.7768431924668615,0.5996293251441451,1
-0.8348109317822494,0.322003784730551,2
-0.7767456870480951,0.8374668281571735,1
0.40333587298696405,0.9959499343244402,3
0.5902335979330227,0.5533855083239276,1
0.26327129985021114,0.4626858784600809,2
-0.5460658818326196,0.721267257360229,1
-0.45457699604316737,0.3668958798142121,2
-0.45194873445794936,0.25824770045424117,2
-0.17231475491663173,-0.9437981578396193,3
-0.1885919681607886,0.23014367100563282,2
0.9352715664911242,0.6671500007469975,3
-0.6721549876770325,0.608089609579199,1
-0.7349982423853405,0.5059957432590425,1
-0.9886907377877125,-0.0960042691204186,3
-0.8518694492887888,0.9632055331598217,3
-0.2789073051211719,-0.44940370918131456,1
0.5483795417079282,-0.6565354987054486,2
-0.3579084799839374,0.5382308340132276,1
-0.6380472508865436,0.5352335900383351,1
0.9112203699977619,-0.20253895125389665,3
0.03988942094855563,0.5118054096066154,3
-0.8736693921906111,-0.8934794867799263,3
-0.7227276161714833,0.44159734060190736,2
0.2867867399728894,-0.5243315691863231,2
0.1830213453398799,0.8516484705847593,3
-0.49619693445562696,0.44694400735315676,2
0.5901714748758016,0.004796593527802928,3
0.1789190834227785,0.8768972768357384,3
0.9887430536856721,0.08549992645575855,3
-0.608567245988384,-0.9328483917079855,2
-0.6914789545621634,-0.1493173618242154,1
-0.2851080168288198,0.1717157536805478,2
-0.6279580808001017,0.9757825859709681,3
-0.8445313980991602,0.5247009598831867,1
0.23429332820540827,-0.7298552246273662,2
0.6169869027900183,-0.07861697787648647,1
0.839720497969987,-0.008771517252179395,3
0.760540840605251,0.6715719227965129,1
-0.4875262388186674,0.11111173746084457,2
0.9046438277966833,0.6692872206602851,1
0.3222586801527907,0.37077728676782873,2
-0.7700118785119103,-0.027682287439846354,3
0.13875801781502894,-0.9755510196646782,3
0.8699687451709981,0.9034998308746696,3
0.23990278743256765,-0.2431155137361416,1
0.5586446078214993,-0.5062161467430357,2
0.1582473352792677,-0.026306109107457454,3
-0.432732981569971,0.3774034950041696,2
-0.6233033038838001,0.5491429983429297,1
-0.9111161198406885,0.4579917109012661,2
0.9443616999910278,0.42478079442734873,3
0.8533232204194934,-0.4642858718338001,1
0.6002393911345547,0.7239236647767466,1
0.06138493601402417,0.47421881082014705,2
0.13526954887093123,0.716413035355997,1
0.22824059966072152,0.46072284865536184,2
-0.2530910265958177,-0.5553612965019983,2
0.20399883287727105,0.5478419781289641,1
-0.2330075447455846,-0.6835424987523022,2
-0.6293788497465491,-0.5352870845924693,2
0.9579149762675594,-0.4991805501555784,3
0.8777826196225127,0.2096269742213419,3
-0.28875933791694797,0.5065795688171104,1
0.8721134880073806,-0.9369347208049754,3
0.9054315495941436,-0.8683964781104714,3
-0.7077910242125458,0.7257608015703791,1
0.746823174287915,0.9989107686819818,3
-0.21917121056597066,-0.8365272072250283,2
0.1670992760798049,0.9466425051797696,3
-0.9975105499725165,-0.5748112434572927,3
0.3292007280170759,0.9004746105645653,1
0.5478639984836771,-0.6802203668489082,2
-0.7568962582132179,0.43803568661552816,2
0.7270817122296098,-0.2775451809128595,1
0.3386168888059815,0.6365897947349735,1
